student_id,name,age,experience_level,learning_style,interests,course_id,course_name,category,difficulty_level,ratings,num_reviews,time_spent_on_course,completion_status,video_id,video_topic,video_duration,time_watched,skip_count,pause_count,disengagement_score,watch_completion_rate,high_disengagement
d6659832-dee1-4fac-a8d6-77207e104b7f,Allison Brown,19.0,Advanced,Visual,"Neural Networks, Kubernetes",42fed715-2c07-4ab9-940b-22d96b5db340,Kubernetes for DevOps,Cloud Computing,Advanced,2.0,196.0,393.0,False,2adde4f6-a623-4df8-9dd5-6d4c4e3e7fa7,Google Cloud,435.0,296.0,9.0,9.0,0.49,0.6804597701149425,0
0cb264f0-c119-4a1e-b574-c57966eae3bb,Jordan Garcia,42.0,Advanced,Auditory,"React, Serverless Architecture",84ccb9e4-9b75-4655-8115-ecc00f0b11a6,React and Redux,Web Development,Advanced,4.4,11.0,255.0,True,6e148fcd-d6c8-4b74-bd6f-3ec4cf5b414a,Node.js,257.0,242.0,1.0,3.0,0.09,0.9416342412451362,0
1dd7dc90-95c1-4bf4-b65d-d42f330d6b94,Michael Jones,39.0,Advanced,Visual,"Node.js, Kubernetes, Computer Vision",eeaf4316-972a-4426-a994-ed412df7e01b,Neural Networks from Scratch,AI,Advanced,3.7,366.0,88.0,False,ba73fc80-95fa-4e23-8081-0c650b661b6d,Neural Networks,134.0,97.0,9.0,8.0,0.45,0.7238805970149254,0
32ccc3d5-39a2-42da-9263-605f8c4e5108,Erin Mclaughlin,36.0,Advanced,Reading/Writing,"Statistics, Reinforcement Learning",b5f3376c-21a2-49c5-8144-5421bea32cb4,Statistics for ML,Data Science,Advanced,3.4,164.0,342.0,True,cac621ff-03a9-4df6-9ef2-f6ffc3c62bd1,Statistics,109.0,70.0,4.0,4.0,0.37,0.6422018348623854,0
2c8d0477-1e80-4475-9d61-72da4b42eb77,Victor Rogers,45.0,Advanced,Auditory,"Big Data, Neural Networks, Azure",a75cddd6-c346-469b-bb0c-cf7b5ffa293d,Python for Data Science,Data Science,Advanced,1.2,31.0,517.0,False,d3a3ca5b-d9c2-471d-9ecb-a36f1a59d52d,Data Analysis,481.0,60.0,9.0,1.0,0.8,0.12474012474012475,1
ae468873-d1e9-498b-b7a4-61c33cc62468,Suzanne Kane,48.0,Intermediate,Reading/Writing,"Node.js, Statistics, Azure",d2fd276e-9145-4985-900c-3892d49c3e73,Kubernetes for DevOps,Cloud Computing,Beginner,2.2,89.0,447.0,False,705ee837-7324-40cc-9013-a468f73c54c5,AWS,443.0,181.0,3.0,7.0,0.54,0.40857787810383744,0
eb83e68f-749b-4a50-b45b-9161b5f385c5,Brianna Moore,29.0,Intermediate,Kinesthetic,"Cyber Threat Intelligence, AWS, Data Analysis",912f603a-bae2-40c1-b1af-09ffce153530,Python for Data Science,Data Science,Beginner,3.0,331.0,298.0,True,d7cf67e3-4a77-44e9-941b-8e913862bbeb,Big Data,113.0,102.0,5.0,7.0,0.24,0.9026548672566371,0
ca9a778b-362b-4d97-bd2b-74f88ec28495,Tamara Petersen,20.0,Advanced,Auditory,"Penetration Testing, Serverless Architecture",39d9c2d9-778b-4290-986f-2aca3820e2f9,Advanced Penetration Testing,Cybersecurity,Intermediate,4.2,210.0,506.0,True,0ea5278c-4b0a-4fa9-b6b8-2a57efd6edb8,Penetration Testing,205.0,135.0,2.0,9.0,0.37,0.6585365853658537,0
cde56e4b-1ee2-4f01-be43-c9e80c4c3a87,Katie Evans,24.0,Advanced,Reading/Writing,"Computer Vision, Azure",a3ad17b9-e740-40d4-b241-17e9894786bc,Neural Networks from Scratch,AI,Intermediate,1.7,498.0,382.0,False,164ea580-96a2-4691-b2a4-c8328e2357ed,Reinforcement Learning,111.0,60.0,8.0,3.0,0.51,0.5405405405405406,0
59b4a238-7310-49aa-aa77-95a3215804d3,Maria Marshall,38.0,Beginner,Visual,"Penetration Testing, Full Stack Development",56c8fb30-87da-4566-ac3b-6c0b7c33d572,JavaScript Mastery,Web Development,Beginner,1.6,422.0,593.0,False,60db162a-d850-4723-9a1b-1626a835e332,React,73.0,16.0,9.0,1.0,0.74,0.2191780821917808,1
f6a1ff39-8073-415b-aaf1-33fbaaa790b1,Peter Scott,43.0,Intermediate,Auditory,"Deep Learning, Node.js, Google Cloud",58d189c6-7d19-472a-b042-2aa9445372f1,Backend APIs with Node.js,Web Development,Intermediate,1.8,295.0,81.0,False,58900d45-224c-4c0d-a82c-e0f6a7e95fd1,Node.js,72.0,20.0,9.0,2.0,0.71,0.2777777777777778,1
4e29daca-99f5-468e-936c-cc46726789b8,Maria Lucas,41.0,Intermediate,Visual,"Big Data, Cyber Threat Intelligence, Computer Vision",887e2a33-0333-47a3-bdb3-551014631436,Certified Ethical Hacker (CEH),Cybersecurity,Beginner,2.9,369.0,89.0,True,00d9338e-444e-4f4c-8df7-a5a8b2e7bfa3,Network Security,375.0,244.0,3.0,0.0,0.3,0.6506666666666666,0
3be504a0-cf4a-4166-baa2-9800d3421d3f,Patrick Cummings,18.0,Advanced,Visual,"Cyber Threat Intelligence, Google Cloud",06c21682-3674-476c-aa9f-113bf8f884c5,Cybersecurity Fundamentals,Cybersecurity,Intermediate,1.8,162.0,506.0,False,a5ebc2f6-499b-47bb-86c7-ebcb077228e2,Cyber Threat Intelligence,425.0,89.0,5.0,9.0,0.74,0.20941176470588235,1
ab93d13a-e18c-40c9-b015-e873f2e5874c,Jennifer Griffin,37.0,Intermediate,Reading/Writing,"Cyber Threat Intelligence, Machine Learning",274f175a-00f0-445a-a393-298f67fafca5,Deep Learning with TensorFlow,Data Science,Intermediate,2.5,415.0,79.0,False,3880b9f8-1b89-4b18-af73-b6861ad3ae6d,Deep Learning,133.0,13.0,4.0,6.0,0.77,0.09774436090225563,1
09c38021-162b-4c7e-8dd3-ceb5c3ecc7fe,Edwin Martin,33.0,Beginner,Kinesthetic,"Google Cloud, Statistics",c75491cb-5a5c-4af2-904b-8bd569b2981b,AWS Certified Solutions Architect,Cloud Computing,Beginner,2.7,136.0,429.0,False,dee41942-9c16-4cd5-ad32-ef43fde67561,Azure,288.0,87.0,5.0,8.0,0.67,0.3020833333333333,1
c21536ae-1a48-43fe-903b-639a999ad1ca,Alejandra Mcdonald,32.0,Intermediate,Visual,"Big Data, Serverless Architecture",8e523ba2-b190-478c-b368-8ba64194f87a,Deep Learning with TensorFlow,Data Science,Intermediate,2.7,280.0,132.0,True,39725a41-f53b-40fc-86e2-f9fa0b0200b6,Big Data,93.0,51.0,0.0,6.0,0.38,0.5483870967741935,0
2e793690-afe2-4afd-b69e-76e48fc7567e,Joyce Mendez,31.0,Intermediate,Kinesthetic,"Big Data, Ethical Hacking",faa00430-d003-467e-ac98-3b8e1edc632e,Statistics for ML,Data Science,Intermediate,1.9,317.0,47.0,False,d8d2cbab-b0a4-44eb-b53b-01cf61c37c6b,Big Data,147.0,34.0,6.0,2.0,0.68,0.23129251700680273,1
cedb7301-6a6b-44b4-9eb2-7ee705c2ea27,Gabriela Carrillo,44.0,Advanced,Visual,"Big Data, Reinforcement Learning, Network Security",7434436d-a689-4887-8b38-11891e285e25,Python for Data Science,Data Science,Intermediate,2.7,373.0,35.0,True,5da80466-deb9-4238-a785-f430c67a6149,Machine Learning,281.0,256.0,1.0,5.0,0.13,0.9110320284697508,0
7cab7a84-44ef-4031-bba9-9dc7e31706ce,Tracy Schwartz,36.0,Beginner,Visual,"HTML & CSS, Reinforcement Learning",c9ec706d-f435-43cc-a821-6d8bd110963d,Computer Vision with OpenCV,AI,Beginner,2.3,242.0,92.0,False,1ab9ff77-0119-4011-8364-85fd291c75ce,Neural Networks,210.0,38.0,9.0,6.0,0.81,0.18095238095238095,1
e1dc26c7-726a-4ffe-94c7-81eb14159a68,Timothy Carroll,24.0,Beginner,Kinesthetic,"React, Ethical Hacking",18614ea2-d807-4c8f-8963-6b7351fe073a,React and Redux,Web Development,Beginner,3.2,293.0,327.0,False,52fc5158-127e-4551-b629-90da05a410f1,React,443.0,255.0,6.0,2.0,0.44,0.5756207674943566,0
a517aebe-811f-4e2f-9c7a-9344500be569,Colin Montoya,26.0,Intermediate,Visual,"Neural Networks, HTML & CSS, Deep Learning",a2b21781-3658-4164-b49a-1cf959e85898,Neural Networks from Scratch,AI,Beginner,4.3,492.0,586.0,True,819b9885-ae30-4d2c-9f91-13b7f27eba7b,Natural Language Processing,106.0,102.0,6.0,4.0,0.19,0.9622641509433962,0
cf0beef7-0492-4a95-99b0-f4583145a318,Elizabeth Manning,37.0,Advanced,Auditory,"React, Neural Networks",b8022b70-f4e4-4b29-a25d-62ba6b1ad35f,Backend APIs with Node.js,Web Development,Intermediate,3.7,430.0,523.0,True,ee659315-e670-44e5-8a2c-4f6f8821b28a,HTML & CSS,443.0,380.0,5.0,3.0,0.23,0.8577878103837472,0
8c80a652-32fb-4c72-91e0-88d65b863836,Reginald Leblanc,30.0,Beginner,Reading/Writing,"Neural Networks, Statistics",20b574a4-c06a-4835-9dc1-73c515c14fad,Deep Learning with TensorFlow,Data Science,Beginner,3.4,277.0,176.0,False,89224d3c-7ad1-49a1-a291-e224d8c75daf,Data Analysis,388.0,206.0,3.0,7.0,0.46,0.5309278350515464,0
7b7d6e97-8ca6-4bb0-9ada-e7c36dd7ba7e,Carol Simpson,33.0,Intermediate,Visual,"Serverless Architecture, React, Natural Language Processing",d775624f-9798-4a3c-bad3-81dc8e304b00,Full Stack Web Development,Web Development,Beginner,2.5,204.0,234.0,True,f6478261-5106-4c23-a252-aef0410fa2d9,HTML & CSS,428.0,405.0,3.0,7.0,0.17,0.9462616822429907,0
089e3418-35ca-4e5d-b6c3-145db80fd616,Dr. Jennifer Coleman,31.0,Beginner,Kinesthetic,"AWS, Full Stack Development",0c804226-a371-43ee-b164-a79937024217,React and Redux,Web Development,Beginner,3.2,441.0,458.0,True,e9a8ebd0-eedd-4a90-aca6-0174fa1cbdc5,HTML & CSS,349.0,314.0,8.0,6.0,0.29,0.8997134670487106,0
faa460dd-fc56-4fb0-b550-07e0f797cea0,Kathleen Schwartz,49.0,Advanced,Visual,"Full Stack Development, Statistics",c7795170-194c-46cf-8b15-da162fbb4abb,Deep Learning with TensorFlow,Data Science,Advanced,3.1,387.0,204.0,False,afadb9be-46f4-4a0e-9bad-b645d587d215,Statistics,105.0,25.0,8.0,2.0,0.71,0.23809523809523808,1
e693eff0-eb7f-409d-98cb-2dc1042f5618,Michelle Schwartz,40.0,Beginner,Auditory,"Big Data, Cyber Threat Intelligence",d85e29e0-6387-4ce9-a4fd-5d191e083af9,Data Science Bootcamp,Data Science,Beginner,2.3,188.0,122.0,True,cf8e333c-a8e7-4352-ba43-ad2b4c86e49d,Deep Learning,205.0,185.0,8.0,2.0,0.25,0.9024390243902439,0
501a82fc-80a2-455a-9c8f-edc11efbfbb1,Kevin Watson,35.0,Advanced,Visual,"Neural Networks, Statistics",853b3522-4e68-4650-b6ed-7b9fb139f23e,Computer Vision with OpenCV,AI,Intermediate,3.5,25.0,482.0,False,00efc3a5-8da8-40fd-9267-8e1111103665,Neural Networks,443.0,149.0,4.0,8.0,0.62,0.3363431151241535,1
c03b27e2-84c8-4268-b914-6b55cfb836dc,Traci Davis,23.0,Advanced,Auditory,"Node.js, Serverless Architecture",61d9b512-c9b8-45b8-85a4-9a04ff260da4,React and Redux,Web Development,Intermediate,2.6,154.0,175.0,False,b7beef94-e18e-4de2-ad57-05aadabf1c44,JavaScript,364.0,53.0,6.0,4.0,0.76,0.14560439560439561,1
bcd6a3ff-a8f0-4677-91ba-9588129a83d7,Kevin Fischer,28.0,Beginner,Auditory,"Node.js, Deep Learning, Azure",eebb1436-3f94-409e-85b4-5e5244231362,Statistics for ML,Data Science,Beginner,2.1,138.0,563.0,False,2dbd143a-517b-4908-88df-d7b286449896,Big Data,279.0,29.0,1.0,7.0,0.72,0.1039426523297491,1
90cfa325-d225-4949-ba35-ad3e5a3966f1,Laura Harper,46.0,Intermediate,Reading/Writing,"Cyber Threat Intelligence, Machine Learning, Natural Language Processing",bbf11c03-603f-4bf4-8ce8-c60a4f3c137b,Artificial Intelligence A-Z,AI,Beginner,3.0,407.0,108.0,False,cd0b02c8-0f1c-48ca-b746-471ea7a14e1f,Reinforcement Learning,440.0,220.0,9.0,4.0,0.57,0.5,0
45e2ed33-e032-4242-b52c-d0f2d22d8378,Tyler Villa,22.0,Advanced,Visual,"Kubernetes, Network Security, Computer Vision",2f4d2eb2-7e83-43ca-99d6-178c3cf9c509,Google Cloud Fundamentals,Cloud Computing,Intermediate,1.9,182.0,157.0,False,3dea8e67-8b4b-48e2-8529-da59a129e449,AWS,90.0,54.0,4.0,4.0,0.4,0.6,0
04edfd79-f3af-4d9d-b1e6-910b16f19760,Sandra Santos,44.0,Intermediate,Kinesthetic,"Big Data, Cyber Threat Intelligence",3d583e76-6d42-4c2b-8545-79913db1c77d,Certified Ethical Hacker (CEH),Cybersecurity,Intermediate,1.9,410.0,470.0,False,31279395-737f-464d-88be-32f8aa4ad1de,Cyber Threat Intelligence,277.0,123.0,0.0,4.0,0.43,0.44404332129963897,0
92a711e1-ee2f-4434-91bc-24c96c4e7338,Jennifer Burgess,18.0,Intermediate,Reading/Writing,"Full Stack Development, AWS, Natural Language Processing",93ea1fcb-0047-42ec-a34d-b31345367567,React and Redux,Web Development,Beginner,1.7,150.0,224.0,False,58d60b53-a8f2-47d6-a6de-80b5aa5e8452,JavaScript,174.0,63.0,6.0,6.0,0.63,0.3620689655172414,1
3febc396-2b44-43fe-ac86-4efbf7045942,Zachary Malone,49.0,Beginner,Visual,"Machine Learning, Computer Vision",f9d30e3d-ca07-4684-add9-da98362c5a51,Statistics for ML,Data Science,Beginner,3.5,325.0,597.0,False,e6a29bac-17b2-457a-bfeb-1ff452cf0ef9,Data Analysis,425.0,181.0,9.0,2.0,0.6,0.4258823529411765,0
ff9fb0e6-d1eb-4e21-ac90-b89f2b1dc9da,Brad Cooper,21.0,Beginner,Auditory,"Azure, Machine Learning, React",0ba1affa-459e-4ca0-bae9-877d19153233,Google Cloud Fundamentals,Cloud Computing,Beginner,2.2,93.0,123.0,False,85551ccc-d81c-4cb9-88d1-c11f53324146,Azure,67.0,45.0,8.0,2.0,0.41,0.6716417910447762,0
4a252321-762b-44f8-b8a4-21c0b8b11142,Alec Carter,43.0,Advanced,Visual,"Ethical Hacking, Computer Vision",9eaae424-5a82-470c-8b0e-99662ce1eba9,Cybersecurity Fundamentals,Cybersecurity,Advanced,3.7,31.0,377.0,True,e6ce5f6d-039c-4e59-8572-0f74d9e781f6,Ethical Hacking,369.0,348.0,7.0,5.0,0.23,0.943089430894309,0
7e6c515f-6b5d-4a7b-b885-0d62958bb003,Connor Coleman,46.0,Beginner,Visual,"Computer Vision, Data Analysis",a7ac4512-4dd2-49cb-9b56-26c2bc7267bb,NLP with Transformers,AI,Beginner,2.9,351.0,207.0,True,9e05a8d9-62cb-463c-bb93-1286a4d62c49,Neural Networks,304.0,244.0,2.0,7.0,0.25,0.8026315789473685,0
d320606f-0584-4d91-ac9b-5e3e46e89a94,Leah Thomas,37.0,Beginner,Reading/Writing,"AWS, Penetration Testing",569e563e-d305-4ae5-8f28-f19ba99baa99,Google Cloud Fundamentals,Cloud Computing,Beginner,3.5,274.0,519.0,False,77fe9f04-fde1-4f78-9a15-0cf9214aea36,Serverless Architecture,469.0,208.0,5.0,5.0,0.54,0.44349680170575695,0
e1433573-eef4-4f81-89d7-3c0e93ff65ba,Emma Mayer,35.0,Beginner,Visual,"Reinforcement Learning, Statistics",4b9554f2-7ed2-4e49-83dc-903455eb6295,Python for Data Science,Data Science,Beginner,2.3,277.0,80.0,True,b7493b9d-4b94-4fa9-8420-295862137e21,Machine Learning,189.0,141.0,0.0,5.0,0.23,0.746031746031746,0
d0f8c5c6-4e70-40d0-9a16-6004105c1571,Amber Hansen,40.0,Intermediate,Auditory,"Big Data, AWS, Neural Networks",3676744c-a411-4b8b-900a-8df79aa73b55,Kubernetes for DevOps,Cloud Computing,Intermediate,3.3,209.0,64.0,False,8f3a934e-b359-4764-902a-620305690b62,AWS,153.0,70.0,3.0,7.0,0.51,0.45751633986928103,0
185fdbda-339f-4d86-9e65-5fec9798e32c,Tracy Cisneros,49.0,Beginner,Visual,"Ethical Hacking, Natural Language Processing",5ff7612e-612b-4298-a656-4640e755992e,Advanced Penetration Testing,Cybersecurity,Beginner,4.0,485.0,74.0,True,05c2003b-f755-4303-a66e-dcf07a9c59f1,Ethical Hacking,52.0,48.0,9.0,9.0,0.32,0.9230769230769231,0
1fea7879-9b83-45ef-be0e-c7cc166805a8,Kristin Green,30.0,Beginner,Auditory,"Network Security, Natural Language Processing",252a7e69-62aa-4320-9a1e-392cb35d5ef0,Computer Vision with OpenCV,AI,Beginner,3.0,286.0,511.0,False,1376eede-cbc1-4b2d-a6fd-d69e4d89c513,Neural Networks,78.0,39.0,3.0,5.0,0.46,0.5,0
5b7b2873-3e0c-4576-a4ee-b41d3c32750e,Kimberly Yates,29.0,Intermediate,Reading/Writing,"Computer Vision, Network Security, Serverless Architecture",1320ece5-adb8-4ce6-9ffb-3de08ed6d706,Network Defense,Cybersecurity,Intermediate,3.0,82.0,136.0,True,8b423f6f-e619-47b7-9ad4-6a44004cf903,Penetration Testing,188.0,136.0,2.0,2.0,0.25,0.723404255319149,0
2ff732f9-82ad-42a0-a676-b64fd78992ab,Michael Hernandez,29.0,Advanced,Visual,"Machine Learning, Kubernetes, Neural Networks",43626770-a1f4-49ff-8a5a-f2e5b6012d26,Deep Learning with TensorFlow,Data Science,Intermediate,4.6,95.0,375.0,True,2ea2867a-2a78-47e5-ac5e-6a2a3fe926ac,Statistics,266.0,259.0,4.0,6.0,0.16,0.9736842105263158,0
1bea410b-6b69-42ea-9ccd-1fa8b1d99b43,Donald Crosby,21.0,Intermediate,Kinesthetic,"Penetration Testing, Deep Learning, AWS",256cc462-6d45-4ba3-9aef-bed534669a36,Advanced Penetration Testing,Cybersecurity,Beginner,1.7,165.0,419.0,False,84899888-77dc-4d3b-a770-1a53a6b86e45,Cyber Threat Intelligence,124.0,47.0,4.0,2.0,0.53,0.3790322580645161,0
cb86c3a3-84a6-4277-a5db-e6654ad26b6f,Victoria Joyce,32.0,Beginner,Visual,"Google Cloud, Data Analysis",9d34fcb7-5609-4df6-8823-dc5797124532,Statistics for ML,Data Science,Beginner,3.8,41.0,358.0,True,a650274a-570a-4d5f-8908-e22f4d49fdb3,Statistics,86.0,80.0,0.0,9.0,0.14,0.9302325581395349,0
a96b7e2f-46be-4e96-a56b-9444fb46f3d0,John Arellano,35.0,Intermediate,Visual,"Network Security, AWS, React",0ad5fab1-2b16-4e24-8f1c-25ea80517c5c,React and Redux,Web Development,Beginner,2.8,118.0,505.0,True,8a01b923-208f-46ec-aed2-0934c3581c1f,HTML & CSS,367.0,296.0,5.0,7.0,0.31,0.8065395095367848,0
26ba733f-2189-40f3-8867-86d72fcc5691,Karen Johnston,36.0,Intermediate,Kinesthetic,"Network Security, Azure",5377aec3-aff4-4747-b9b5-2934dd409a02,Advanced Penetration Testing,Cybersecurity,Intermediate,3.5,410.0,135.0,True,dd438623-5dd1-4ca8-980c-1577f0b9f8d9,Ethical Hacking,391.0,326.0,6.0,4.0,0.28,0.8337595907928389,0
656b6dfb-a04c-4d11-8a40-40d2e91bd0eb,Gregg Franklin,21.0,Beginner,Kinesthetic,"Natural Language Processing, Kubernetes, Network Security",822ab0f5-b683-4f8d-98d8-fa2387f310db,Artificial Intelligence A-Z,AI,Beginner,3.0,349.0,106.0,True,28edff29-ab84-401d-a9eb-8ecdad9ac27e,Neural Networks,129.0,124.0,1.0,4.0,0.09,0.9612403100775194,0
aa7f17d3-4dc0-4f0f-9b17-f1515d263fc7,Patricia Wagner,34.0,Beginner,Auditory,"HTML & CSS, Machine Learning, Neural Networks",d3ffd1ef-e249-4e15-91be-e5f10c578d3f,JavaScript Mastery,Web Development,Beginner,2.2,254.0,382.0,False,0f77096a-56c9-440e-905d-4ee96d974d19,Full Stack Development,407.0,116.0,3.0,9.0,0.65,0.28501228501228504,1
0c805dcb-9fa5-4c78-a03f-82c045f38424,Cheryl Mayer,25.0,Advanced,Visual,"Kubernetes, Machine Learning, Cyber Threat Intelligence",f72fa508-8a4d-4276-a40d-e991db5438ae,Kubernetes for DevOps,Cloud Computing,Advanced,3.3,317.0,38.0,False,536bfd10-b22b-45d8-905d-b2ea262aae7a,Kubernetes,370.0,188.0,6.0,1.0,0.47,0.5081081081081081,0
b4ef06e0-0bf6-4d05-a48b-4d18a9c0a69d,Karen Fry,44.0,Beginner,Reading/Writing,"Network Security, Google Cloud, Big Data",cc91393e-d141-4eb4-8314-f83673643cdc,Serverless Computing,Cloud Computing,Beginner,1.0,75.0,77.0,False,ce02b1c7-ddd0-41e9-a094-0c180cec4e8f,AWS,130.0,20.0,9.0,2.0,0.79,0.15384615384615385,1
b47729ea-40fc-4f51-9043-6234a17869cc,Donna Scott,25.0,Advanced,Kinesthetic,"Node.js, Penetration Testing, Azure",80b8b91a-79db-4d7c-ac57-1f67a779a550,JavaScript Mastery,Web Development,Intermediate,2.0,88.0,118.0,False,e4a58a1d-b39a-4141-be92-c580f6fa6648,JavaScript,270.0,161.0,3.0,8.0,0.42,0.5962962962962963,0
b34bca6d-0100-43be-ad04-a64b9059a24e,Hannah Curry,43.0,Intermediate,Visual,"Ethical Hacking, Kubernetes",9940f74e-3534-47bf-9f71-ba300bfe9565,AWS Certified Solutions Architect,Cloud Computing,Beginner,4.4,195.0,387.0,True,fb1dc5d4-268f-46f6-a34f-b09dc24cf7d5,Kubernetes,314.0,282.0,6.0,7.0,0.26,0.8980891719745223,0
6c4180fb-d003-48f4-95a1-3c03a86197ea,Darren Gilbert,21.0,Advanced,Visual,"Azure, Deep Learning, Cyber Threat Intelligence",20ea4d13-3d40-4350-86a4-17dbedc9b47a,Statistics for ML,Data Science,Intermediate,3.3,149.0,369.0,False,89332910-01f0-4575-93c7-caca2f3febf9,Statistics,130.0,23.0,8.0,1.0,0.75,0.17692307692307693,1
1f86dc6d-bfad-4531-a68d-974eab55bb82,Kari Anderson,47.0,Advanced,Kinesthetic,"Google Cloud, Computer Vision",4f258711-2568-49a8-98be-26f59027914f,Computer Vision with OpenCV,AI,Intermediate,1.4,184.0,140.0,False,7f54a479-a99f-47c3-9c9a-56a50564a993,Reinforcement Learning,379.0,26.0,1.0,7.0,0.74,0.06860158311345646,1
075d1d4f-e186-4801-8fee-7b6c76a32a65,Anita Price,19.0,Intermediate,Kinesthetic,"Kubernetes, Deep Learning, Cyber Threat Intelligence",ac2be708-1180-43be-a98b-14a0f9c132c9,Data Science Bootcamp,Data Science,Beginner,2.1,261.0,310.0,False,a8c892d4-86c3-48af-afed-af45943cd8c8,Deep Learning,296.0,166.0,5.0,8.0,0.49,0.5608108108108109,0
e6290f83-36b9-4e12-b34e-27996eba82c1,Tammy Evans,38.0,Intermediate,Visual,"AWS, React",5c4be0d8-4799-4930-9386-0148cf4435a7,Google Cloud Fundamentals,Cloud Computing,Beginner,3.2,294.0,200.0,False,d655419a-22ba-48c5-ad85-472b32a87f26,AWS,470.0,343.0,9.0,9.0,0.46,0.7297872340425532,0
9d518e9b-223d-4603-8586-4a9213660eff,Erin Rodriguez,49.0,Intermediate,Visual,"Reinforcement Learning, Network Security",a2a5621d-eedf-4ce1-9880-a970832eb308,NLP with Transformers,AI,Intermediate,3.4,357.0,353.0,False,ccc52fa5-5a5c-4f00-ad8b-7e10a26602be,Computer Vision,323.0,135.0,7.0,5.0,0.6,0.4179566563467492,0
040c93ee-9121-4ed2-90fc-81e16717de23,Victor Taylor,41.0,Intermediate,Visual,"Cyber Threat Intelligence, AWS, Computer Vision",d90ddee9-dbfe-4460-918b-f538cc055c69,Serverless Computing,Cloud Computing,Beginner,1.5,433.0,464.0,False,03254f27-faeb-4ea6-8e63-79e15481ed65,Azure,364.0,90.0,2.0,6.0,0.63,0.24725274725274726,1
3063e9ac-b837-4a6d-9d5f-b0f64dbe0e94,Stephanie Gillespie,26.0,Beginner,Visual,"Full Stack Development, Statistics, AWS",56843d67-9e25-4663-9f50-4f1f5c54440b,Google Cloud Fundamentals,Cloud Computing,Beginner,1.4,180.0,358.0,False,6d3c5c60-33ab-4a98-8907-2272f5c57542,Serverless Architecture,499.0,159.0,2.0,6.0,0.58,0.3186372745490982,0
6947c8df-c969-4579-80b7-910473fc06b9,Sonia Cook,44.0,Intermediate,Visual,"Cyber Threat Intelligence, Google Cloud, HTML & CSS",9cf158ed-b12d-4c7c-98f7-86907a2c16d0,AWS Certified Solutions Architect,Cloud Computing,Beginner,3.0,224.0,415.0,False,78198f54-806d-4918-bca4-c6e86db45b9a,Google Cloud,358.0,95.0,7.0,2.0,0.67,0.26536312849162014,1
bae99a75-9d0c-4ad3-884c-f93f49b7923c,Brianna Stewart,39.0,Beginner,Kinesthetic,"React, Data Analysis",041558c6-1c4c-4554-85d0-d29d7fd9658d,Python for Data Science,Data Science,Beginner,2.7,358.0,487.0,False,68574c2e-2246-4304-9ad1-5bb1ae7e3fb1,Data Analysis,129.0,15.0,8.0,0.0,0.78,0.11627906976744186,1
c9b650f4-053d-41ac-961d-cf6c49fc85c6,Daniel French,24.0,Intermediate,Kinesthetic,"Network Security, Google Cloud, Computer Vision",348cff5d-049e-45f5-ad43-963ed8ba5710,Advanced Penetration Testing,Cybersecurity,Beginner,2.0,20.0,154.0,True,f040e052-e579-4757-8f70-e9540884f384,Ethical Hacking,156.0,107.0,6.0,4.0,0.38,0.6858974358974359,0
de18b9fd-ed6a-442b-8233-db2429381a9c,Andrea Hanson,22.0,Intermediate,Visual,"Neural Networks, Azure, JavaScript",1d3b3b8a-dfc6-4e59-9874-76c25e2dafd4,Kubernetes for DevOps,Cloud Computing,Intermediate,3.0,460.0,273.0,False,9cf9f8cb-4c4c-4db6-b4c0-94f9fe8f0bff,Azure,122.0,82.0,9.0,0.0,0.41,0.6721311475409836,0
006824a6-a135-436f-baf9-aba9b0117b80,Anthony Martin,30.0,Beginner,Kinesthetic,"Ethical Hacking, Azure",f54e634c-03fa-4574-8c7f-3d2305b85740,Cybersecurity Fundamentals,Cybersecurity,Beginner,2.6,383.0,567.0,False,92a56d8e-3b6f-4eea-a7f6-b73af8e31ddb,Penetration Testing,337.0,148.0,0.0,4.0,0.43,0.4391691394658754,0
1c78a6d8-7149-4b32-94db-115d457db5a4,Pamela Hood,42.0,Beginner,Visual,"JavaScript, Cyber Threat Intelligence, Serverless Architecture",cf6de51e-0eb5-4d34-933e-64426379815b,Backend APIs with Node.js,Web Development,Beginner,3.3,80.0,346.0,True,d1aab703-0627-4443-82c4-a21c83f49234,Full Stack Development,435.0,284.0,3.0,5.0,0.35,0.6528735632183909,0
0cd57136-4daa-4448-891c-16178b97fe82,Richard Walker,45.0,Advanced,Auditory,"Ethical Hacking, Serverless Architecture, Big Data",eb86ecfd-5f09-4c1c-8356-80d7667f0b4b,Serverless Computing,Cloud Computing,Intermediate,1.5,86.0,125.0,False,becae306-e157-4201-893b-20ba0f773270,AWS,300.0,75.0,5.0,0.0,0.62,0.25,1
50257ae4-f5be-4de7-ae33-e6cb42c18874,William Brown,24.0,Intermediate,Reading/Writing,"Penetration Testing, Azure",fb63c46c-e409-4704-82bf-7d1e30147d67,Certified Ethical Hacker (CEH),Cybersecurity,Intermediate,3.4,277.0,387.0,True,4e893354-ba93-4d8c-8cd3-9e0fa54994fa,Cyber Threat Intelligence,220.0,196.0,6.0,2.0,0.22,0.8909090909090909,0
